0.11016 100
0.13448 66.6667
0.13864 100
0.1588 57.1429
0.16296 71.4286
0.16712 85.7143
0.17128 77.7778
0.18312 53.3333
0.18728 60
0.19144 66.6667
0.1956 64.7059
0.19976 63.1579
0.20392 61.9048
0.20808 60.8696
0.21224 60
0.2164 59.2593
0.22056 58.6207
0.22472 58.0645
0.22888 57.5758
0.23304 57.1429
0.2372 56.7568
0.24136 56.4103
0.24552 57.5
0.24968 58.5366
0.25384 59.5238
0.258 60.4651
0.26216 61.3636
0.26632 62.2222
0.27048 63.0435
0.27464 63.8298
0.2788 64.5833
0.28296 65.3061
0.28712 66
0.29128 66.6667
0.29544 67.3077
0.2996 67.9245
0.30376 68.5185
0.30792 69.0909
0.31208 69.6429
0.31624 70.1754
0.3204 70.6897
0.32456 71.1864
0.32872 71.6667
0.33288 72.1311
0.33704 72.5806
0.3412 73.0159
0.34536 73.4375
0.34952 73.8462
0.35368 74.2424
0.35784 74.6269
0.362 75
0.36616 75.3623
0.37032 75.7143
0.37448 76.0563
0.37864 76.3889
0.3828 76.7123
0.38696 77.027
0.39112 77.3333
0.39528 77.6316
0.39944 77.9221
0.4036 78.2051
0.40776 78.481
0.41192 78.75
0.41608 79.0123
0.42024 79.2683
0.4244 79.5181
0.42856 79.7619
0.43272 80
0.43688 80.2326
0.44104 80.4598
0.4452 80.6818
0.44936 80.8989
0.45352 81.1111
0.45768 81.3187
0.46184 81.5217
0.466 81.7204
0.47016 81.9149
0.47432 82.1053
0.47848 82.2917
0.48264 82.4742
0.4868 82.6531
0.49096 82.8283
0.49512 83
0.49928 83.1683
0.50344 83.3333
0.5076 83.4951
0.51176 83.6538
0.51592 83.8095
0.52008 83.9623
0.52424 84.1121
0.5284 84.2593
0.53256 84.4037
0.53672 84.5455
0.54088 84.6847
0.54504 84.8214
0.5492 84.9558
0.55336 85.0877
0.55752 85.2174
0.56168 85.3448
0.56584 85.4701
0.57 85.5932
0.57416 85.7143
0.57832 85.8333
0.58248 85.9504
0.58664 86.0656
0.5908 86.1789
0.59496 86.2903
0.59912 86.4
0.60328 86.5079
0.60744 86.6142
0.6116 86.7188
0.61576 86.8217
0.61992 86.9231
0.62408 87.0229
0.62824 87.1212
0.6324 87.218
0.63656 87.3134
0.64072 87.4074
0.64488 87.5
0.64904 87.5912
0.6532 87.6812
0.65736 87.7698
0.66152 87.8571
0.66568 87.9433
0.66984 88.0282
0.674 88.1119
0.67816 88.1944
0.68232 88.2759
0.68648 88.3562
0.69064 88.4354
0.6948 88.5135
0.69896 88.5906
0.70312 88.6667
0.70728 88.7417
0.71144 88.8158
0.7156 88.8889
0.71976 88.961
0.72392 89.0323
0.72808 89.1026
0.73224 89.172
0.7364 89.2405
0.74056 89.3082
0.74472 89.375
0.74888 89.441
0.75304 89.5062
0.7572 89.5706
0.76136 89.6341
0.76552 89.697
0.76968 89.759
0.77384 89.8204
0.778 89.881
0.78216 89.9408
0.78632 90
0.79048 90.0585
0.79464 90.1163
0.7988 90.1734
0.80296 90.2299
0.80712 90.2857
0.81128 90.3409
0.81544 90.3955
0.8196 90.4494
0.82376 90.5028
0.82792 90.5556
0.83208 90.6077
0.83624 90.6593
0.8404 90.7104
0.84456 90.7609
0.84872 90.8108
0.85288 90.8602
0.85704 90.9091
0.8612 90.9574
0.86536 91.0053
0.86952 91.0526
0.87368 91.0995
0.87784 91.1458
0.882 91.1917
0.88616 91.2371
0.89032 91.2821
0.89448 91.3265
0.89864 91.3706
0.9028 91.4141
0.90696 91.4573
0.91112 91.5
0.91528 91.5423
0.91944 91.5842
0.9236 91.6256
0.92776 91.6667
0.93192 91.7073
0.93608 91.7476
0.94024 91.7874
0.9444 91.8269
0.94856 91.866
0.95272 91.9048
0.95688 91.9431
0.96104 91.9811
0.9652 92.0188
0.96936 92.0561
0.97352 92.093
0.97768 92.1296
0.98184 92.1659
0.986 92.2018
0.99016 92.2374
0.99432 92.2727
0.99848 92.3077
1.00264 92.3423
1.0068 92.3767
1.01096 92.4107
1.01512 92.4444
1.01928 92.4779
1.02344 92.511
1.0276 92.5439
1.03176 92.5764
1.03592 92.6087
1.04008 92.6407
1.04424 92.6724
1.0484 92.7039
1.05256 92.735
1.05672 92.766
1.06088 92.7966
1.06504 92.827
1.0692 92.8571
1.07336 92.887
1.07752 92.9167
1.08168 92.9461
1.08584 92.9752
1.09 93.0041
1.09416 93.0328
1.09832 93.0612
1.10248 93.0894
1.10664 93.1174
1.1108 93.1452
1.11496 93.1727
1.11912 93.2
1.12328 93.2271
1.12744 93.254
1.1316 93.2806
1.13576 93.3071
1.13992 93.3333
1.14408 93.3594
1.14824 93.3852
1.1524 93.4109
1.15656 93.4363
1.16072 93.4615
1.16488 93.4866
1.16904 93.5115
1.1732 93.5361
1.17736 93.5606
1.18152 93.5849
1.18568 93.609
1.18984 93.633
1.194 93.6567
1.19816 93.6803
1.20232 93.7037
1.20648 93.7269
1.21064 93.75
1.2148 93.7729
1.21896 93.7956
1.22312 93.8182
1.22728 93.8406
1.23144 93.8628
1.2356 93.8849
1.23976 93.9068
1.24392 93.9286
1.24808 93.9502
1.25224 93.9716
1.2564 93.9929
1.26056 94.0141
1.26472 94.0351
1.26888 94.0559
1.27304 94.0767
1.2772 94.0972
1.28136 94.1176
1.28552 94.1379
1.28968 94.1581
1.29384 94.1781
1.298 94.198
1.30216 94.2177
1.30632 94.2373
1.31048 94.2568
1.31464 94.2761
1.3188 94.2953
1.32296 94.3144
1.32712 94.3333
1.33128 94.3522
1.33544 94.3709
1.3396 94.3894
1.34376 94.4079
1.34792 94.4262
1.35208 94.4444
1.35624 94.4625
1.3604 94.4805
1.36456 94.4984
1.36872 94.5161
1.37288 94.5338
1.37704 94.5513
1.3812 94.5687
1.38536 94.586
1.38952 94.6032
1.39368 94.6203
1.39784 94.6372
1.402 94.6541
1.40616 94.6708
1.41032 94.6875
1.41448 94.704
1.41864 94.7205
1.4228 94.7368
1.42696 94.7531
1.43112 94.7692
1.43528 94.7853
1.43944 94.8012
1.4436 94.8171
1.44776 94.8328
1.45192 94.8485
1.45608 94.864
1.46024 94.8795
1.4644 94.8949
1.46856 94.9102
1.47272 94.9254
1.47688 94.9405
1.48104 94.9555
1.4852 94.9704
1.48936 94.9853
1.49352 95
1.49768 95.0147
1.50184 95.0292
1.506 95.0437
1.51016 95.0581
1.51432 95.0725
1.51848 95.0867
1.52264 95.1009
1.5268 95.1149
1.53096 95.1289
1.53512 95.1429
1.53928 95.1567
1.54344 95.1705
1.5476 95.1841
1.55176 95.1977
1.55592 95.2113
1.56008 95.2247
1.56424 95.2381
1.5684 95.2514
1.57256 95.2646
1.57672 95.2778
1.58088 95.2909
1.58504 95.3039
1.5892 95.3168
1.59336 95.3297
1.59752 95.3425
1.60168 95.3552
1.60584 95.3678
1.61 95.3804
1.61416 95.393
1.61832 95.4054
1.62248 95.4178
1.62664 95.4301
1.6308 95.4424
1.63496 95.4545
1.63912 95.4667
1.64328 95.4787
1.64744 95.4907
1.6516 95.5026
1.65576 95.5145
1.65992 95.5263
1.66408 95.5381
1.66824 95.5497
1.6724 95.5614
1.67656 95.5729
1.68072 95.5844
1.68488 95.5959
1.68904 95.6072
1.6932 95.6186
1.69736 95.6298
1.70152 95.641
1.70568 95.6522
1.70984 95.6633
1.714 95.6743
1.71816 95.6853
1.72232 95.6962
1.72648 95.7071
1.73064 95.7179
1.7348 95.7286
1.73896 95.7393
